,0,1,2
4674,Carson Trailer,33.8966408,-118.2719507
4675,New Fishall All Bait,33.893319,-118.273455
4676,Alco Designs,33.8937229,-118.2693814
4677,7-Eleven,33.8936509,-118.2649774
4678,Black Ops Militia Records LLC,33.8935309,-118.2631462
4679,MSI Office Furniture,33.8962072,-118.2626208
4680,Cerami Sales Co Inc,33.8978249,-118.2672345
4681,Jay Bee's Bar-B-Q,33.88749749999999,-118.2655343
4682,Milk Studios Los Angeles,34.0868107,-118.3293007
4683,Vine American Party Supplies,34.0837256,-118.3307619
4684,Wilshire Country Club,34.0772061,-118.3275058
4685,N101 - Hollywood,34.0887788,-118.327908
4686,DV Warehouse,34.0848596,-118.3333417
4687,CVS,34.086765,-118.3269262
4688,Thexposure Studio,34.0845854,-118.3290039
4689,Redbox,34.0844797,-118.3271089
4690,Grub,34.087579,-118.3333417
4691,The Cat & Fiddle Pub & Restaurant,34.0847737,-118.3383187
4692,Tere's Mexican Grill,34.083152,-118.3284448
4693,Inti Restaurant,34.083152,-118.3284448
4694,FOOD LAB,34.0844623,-118.3382046
4695,Marino Restaurant,34.0836371,-118.3311956
4696,Rao's,34.0892043,-118.3329993
4697,Cactus Taquerias #1,34.088279,-118.326335
4698,Providence,34.0836552,-118.3302427
4699,At The P,34.0864051,-118.3291637
4700,Superior Grocers,33.9431958,-118.266732
4701,T-Mobile,33.94582310000001,-118.2743295
4702,H.P. Ice Cream,33.93941909999999,-118.2692672
4703,The T-Shirt Spot,33.9418181,-118.2697696
4704,A&T Burgers #2,33.9509808,-118.2654758
4705,Redbox,33.7588061,-118.2931046
4706,San Pedro Auto Body,33.7544774,-118.2942742
4707,Chevron,33.7540865,-118.2926985
4708,West Coast Self-Storage San Pedro,33.755896,-118.2927664
4709,Party Time Ice,33.7527603,-118.2903529
4710,Larry's Hamburgers,33.7534208,-118.291865
4711,Big Nick's Pizza,33.7542076,-118.2918079
4712,Fantastic Cafe,33.7554709,-118.2925387
4713,99 Cents Only Offices,34.0146904,-118.1886946
4714,Sam's Liquor Store,34.0237639,-118.1864364
4715,7-Eleven,34.0242435,-118.1865581
4716,Metro by T-Mobile,34.0240833,-118.1899313
4717,Nancy's Flower Shop,34.0237603,-118.1808187
4718,Metro by T-Mobile,34.0191529,-118.1802445
4719,Olympic Donuts,34.0241305,-118.1896314
4720,King Taco # 15,34.0185727,-118.1797601
4721,El 7 Mares Restaurant,34.0237396,-118.188626
4722,La Indiana Tamales,34.0196321,-118.1920992
4723,Jack in the Box,34.0186654,-118.1803542
4724,Tila's Kitchen,34.0240817,-118.1889153
4725,Jim's Burgers #8,34.0186278,-118.1920306
4726,La Sirena Restaurant,34.0187082,-118.1827112
4727,Jim's Burgers,34.0241347,-118.1872779
4728,Antojitos Denises,34.0186785,-118.1870722
4729,Arizona Tile,34.2244764,-118.377294
4730,7-Eleven,34.22457929999999,-118.366146
4731,H Discount Furniture,34.2246549,-118.3653333
4732,All Things and More,34.2210611,-118.3722861
4733,Starbucks,34.2211133,-118.3669906
4734,MillHouse Cabinetry,34.2257901,-118.3737241
4735,BEST QUALITY AUTO SALES,34.2247576,-118.3780112
4736,Subway,34.2284882,-118.3667167
4737,Georgio's Pizza,34.223707,-118.365155
4738,RJM Mexican Grill,34.2191594,-118.369684
4739,Yoshinoya Sun Valley,34.2233942,-118.3651417
4740,El Caporal,34.2169024,-118.3710818
4741,Domino's Pizza,34.2178436,-118.3693987
4742,Hound Dog Hot Dog Shop,34.2283745,-118.3653391
4743,El Compadre Restaurant,34.2240899,-118.365182
4744,El Pollo Loco,34.2229392,-118.3663971
4745,Denny's,34.2163578,-118.3699988
4746,Sushi Dragon,34.2174053,-118.3706233
4747,Centro Botanero,34.2209726,-118.3679344
4748,Chiguacle Sabor Ancestral de Mexico,34.2208698,-118.3678808
4749,Ay Papa Que Rico,34.2195203,-118.3684058
4750,Center BMW,34.165103,-118.449075
4751,Multicare Pharmacies,34.1591075,-118.4490596
4752,Michael's Pharmacy,34.1608751,-118.4494405
4753,FedEx Office Print & Ship Center,34.15475,-118.4476698
4754,Keyes Audi,34.1659972,-118.4492698
4755,AutoZone Auto Parts,34.1643576,-118.4483132
4756,Center Acura,34.165801,-118.4483219
4757,Community Pharmacy,34.1605119,-118.4483454
4758,Anytime Auto Group,34.1595541,-118.4481823
4759,Empire Electric Supply Inc,34.159008,-118.4484186
4760,AHF Healthcare Center - Valley,34.1605119,-118.4483454
4761,AHF Pharmacy - Valley,34.1605119,-118.4483454
4762,Ralphs,34.0456971,-118.2606307
4763,Claire's Collection,34.040474,-118.2553119
4764,The Library Store,34.0504953,-118.2556545
4765,Stein Diamonds,34.0477206,-118.2541013
4766,"UDE Collection, Inc.",34.0477206,-118.2541013
4767,Patti Bergstrom Sales,34.040474,-118.2553119
4768,Water Grill,34.0490403,-118.2547066
4769,Takami Sushi & Robata,34.0497842,-118.2582317
4770,Engine Co. No. 28,34.0495782,-118.259172
4771,SUGARFISH by sushi nozawa,34.0474145,-118.2573822
4772,Conga Room,34.0449376,-118.2654979
4773,Chipotle Mexican Grill,34.0475871,-118.256677
4774,The Melt,34.0491062,-118.2608767
4775,Fashion Bistro,34.040474,-118.2553119
4776,California Waterscapes,34.2217701,-118.3796357
4777,Pamaxan Tire Services,34.2255846,-118.3801835
4778,Aerolight Balloon Lighting,34.2223889,-118.3774902
4779,Baskin-Robbins,33.8584959,-118.2657727
4780,99 Cents Only Stores,33.859039,-118.265238
4781,Crown Drug,33.8587266,-118.2637172
4782,PostalAnnex+,33.8584959,-118.2657727
4783,Fashion Trend,33.8590774,-118.2644024
4784,Del Liquor,33.8590122,-118.2655321
4785,Cheap Tobacco + CBD,33.8591025,-118.2640598
4786,House of Elegance & Beauty,33.8589858,-118.2649036
4787,Domino's Pizza,33.8591409,-118.2646308
4788,My Father's Barbeque,33.8590659,-118.2643219
4789,Louisiana Fried Chicken,33.858326,-118.2635725
4790,Casa Mayoral Restaurant,33.85921039999999,-118.2649962
4791,Hong Kong Express,33.8584933,-118.2644937
4792,Orleans & York,33.8585382,-118.2644444
4793,Best Buy,34.0354306,-118.439493
4794,Michaels,34.0382875,-118.4405425
4795,Marshalls,34.038441,-118.4404244
4796,Geek Squad,34.0354306,-118.439493
4797,Trader Joe's,34.0337159,-118.4493107
4798,Bed Bath & Beyond,34.0323927,-118.4512657
4799,Micro Computer Center Inc.,34.0320627,-118.4454654
4800,The Wine House,34.0374824,-118.4381697
4801,Public Storage,34.0356956,-118.4368463
4802,Public Storage,34.0356499,-118.4412433
4803,The UPS Store,34.0383805,-118.4421038
4804,Hair Restoration of California (HRC),34.0357522,-118.4441018
4805,Ralphs,34.0348813,-118.4491769
4806,Volcano Tea House,34.0391255,-118.4425159
4807,Top Tier Treats,34.0332917,-118.4429226
4808,Plan B,34.0324154,-118.4450632
4809,Don Antonio's,34.0311933,-118.4470883
4810,Il Moro Restaurant,34.0355995,-118.4423222
4811,San Francisco Saloon,34.0334314,-118.4427557
4812,Gourmet Bites,34.0357522,-118.4441018
4813,The Arsenal,34.0295267,-118.4494039
4814,Ciccero's,34.0320627,-118.4454654
4815,Upstairs 2,34.0374824,-118.4381697
4816,Mori Sushi,34.0332466,-118.4422216
4817,Oops! Sushi & Sake Bar,34.0289301,-118.4427131
4818,Hurry Curry of Tokyo,34.0387913,-118.4423428
4819,Seoul Tofu,34.0392638,-118.4427032
4820,Kiriko,34.0383805,-118.4421038
4821,Cheng Du Restaurant,34.0328825,-118.4426829
4822,Habayit,34.030436,-118.448989
4823,Nong La Cafe,34.0396304,-118.4426907
4824,ROC,34.0396837,-118.442943
4825,Rite Aid,33.9032914,-118.2545158
4826,General Discount,33.9015702,-118.2520227
4827,Baskin-Robbins,33.9026064,-118.2518857
4828,Metro by T-Mobile,33.9025496,-118.2511935
4829,Grocery Outlet Bargain Market,33.9036836,-118.2551292
4830,Chris's Beauty Supply,33.902187,-118.2510256
4831,AIM Rental,33.9025889,-118.2509513
4832,Royal Tobbaco,33.9025145,-118.2510063
4833,Starbucks,33.9030505,-118.2550149
4834,Subway,33.9026489,-118.2516344
4835,Central Fish Market,33.9025687,-118.2516344
4836,Tam's Burgers,33.9030672,-118.2532562
4837,Little Caesars Pizza,33.9024772,-118.2516801
4838,Buddha Market,33.9892759,-118.3396665
4839,Completely Anointed Chris,33.9887401,-118.3416072
4840,Four Star Liquor & Market,34.2348828,-118.4364426
4841,Father's Donuts,34.2349625,-118.4365159
4842,United Auto Mart,34.2312637,-118.4370973
4843,Allright PawnShop,34.2342119,-118.4393333
4844,7-Eleven,34.23286700000001,-118.4379989
4845,Redbox,34.23286700000001,-118.4379989
4846,TACOS JR,34.2351078,-118.4360934
4847,Estela's Restaurant,34.2322558,-118.4389303
4848,Los 7 Mares,34.2310065,-118.4379184
4849,Mariscos El Bigotón,34.240993,-118.4269058
4850,Target,34.2311562,-118.5602895
4851,Lowe's Home Improvement,34.236411,-118.5609403
4852,Guitar Center,34.2347729,-118.5581854
4853,Northridge Toyota,34.2345839,-118.5601918
4854,T-Mobile,34.2348376,-118.5618899
4855,SoCal Self Storage,34.2344144,-118.5614888
4856,Grainger Industrial Supply,34.2326817,-118.5702232
4857,CVS Pharmacy,34.2311562,-118.5602895
4858,Kohl's Northridge,34.2301748,-118.560283
4859,Dukes Aerospace Inc,34.2350804,-118.5702413
4860,OEM Pacific,34.23665039999999,-118.5850869
4861,Printful Custom Printing,34.237874,-118.5642044
4862,Rowe Cuisine,34.2342974,-118.5582082
4863,Amoeba Music,34.0977334,-118.329118
4864,Hollywood Toys & Costumes,34.1012722,-118.3333711
4865,Urban Outfitters,34.0989556,-118.3291286
4866,Trader Joe's,34.1003784,-118.3260586
4867,The Waffle,34.0988092,-118.3254673
4868,Bed Bath & Beyond,34.0993421,-118.3270441
4869,Vine St. Tattoo,34.0939803,-118.3273384
4870,Sunset Gower Studios,34.0971223,-118.3221316
4871,K&L Wine Merchants,34.096494,-118.3263445
4872,Hollywood Suit Outlet,34.101302,-118.330581
4873,FedEx Office Print & Ship Center,34.096874,-118.3262969
4874,Verizon,34.0984048,-118.3269551
4875,Out of the Closet - Hollywood,34.097645,-118.3244376
4876,Starbucks,34.0973475,-118.3225065
4877,Katsuya Hollywood,34.1014324,-118.3270755
4878,Cleo Hollywood,34.1023616,-118.3273158
4879,Roscoe's Chicken & Waffles - Hollywood,34.0985806,-118.322145
4880,kitchen24,34.1001213,-118.3293925
4881,Atch-Kotch,34.0939803,-118.3273384
4882,Stout Burgers & Beers,34.0994999,-118.3293543
4883,Umami Burger Hollywood,34.0989556,-118.3291286
4884,Off Vine,34.0972566,-118.3259901
4885,Catalina Bar & Grill,34.0983976,-118.3373445
4886,La Velvet Margarita Cantina,34.1002325,-118.3292778
4887,Crispy Crust Pizza,34.0939803,-118.3273384
4888,Tender Greens,34.0978304,-118.3264099
4889,Delphine,34.1009554,-118.3258303
4890,Fabiolus Cucina,34.0977764,-118.3259901
4891,El Floridita Restaurant,34.0939803,-118.3273384
4892,Veggie Grill,34.09782440000001,-118.3284406
4893,Doomie's Home Cookin',34.0939803,-118.3273384
4894,Vallarta Supermarkets,34.2549171,-118.4107423
4895,Boost Mobile,34.2544423,-118.4101718
4896,Jesse's Auto Mart,34.2592408,-118.4154567
4897,Casey's Cycle,34.2565926,-118.4124081
4898,Wendill's Restaurant,34.2579285,-118.4137072
4899,Eyetailor,34.0834624,-118.2945648
4900,The Wardrobe Hotline,34.0833707,-118.2950337
4901,Hutch Vintage and Handmade,34.0839269,-118.2947741
4902,Clad Home,34.08346170000001,-118.2944355
4903,LACC Cub Store,34.0892322,-118.292904
4904,Marginalized Tattoo,34.0834378,-118.2927213
4905,Jenette Bras • Eastside,34.0834057,-118.2944911
4906,under the gun tattoo,34.0837275,-118.2948137
4907,Papa John's Pizza,34.0844,-118.29146
4908,Que Ricos,34.0840916,-118.2914654
4909,The Faculty,34.0839388,-118.2951191
4910,Angel City Bakery Company And Restaurant,34.0838319,-118.3005839
4911,Bamboo Chinese Cuisine,34.0834475,-118.3048553
4912,Yoshinoya Vermont,34.0837887,-118.291237
4913,T-Mobile,33.9165892,-118.3530887
4914,Fast Cellular,33.9166198,-118.3578699
4915,Metro by T-Mobile,33.9196761,-118.3608336
4916,Silver Chevron Gas Station,33.91616,-118.3616378
4917,Redbox,33.9233205,-118.3615566
4918,Mario Bros. Roofing,33.9240817,-118.3583141
4919,T-Shirt Outlet,33.9210275,-118.3531803
4920,9.99 Shoe Outlet,33.9203294,-118.353089
4921,7-Eleven,33.9233205,-118.3615566
4922,Pizza Hut,33.9217398,-118.3529748
4923,Hummus House,33.9215538,-118.3529977
4924,Chubby Rice,33.9155883,-118.3610306
4925,Golden Phoenix,33.9230446,-118.3532031
4926,Mi Zacatecas Mexican Food,33.9160479,-118.3608845
4927,Dinos,33.9127506,-118.3610557
4928,Pupuseria El Cerro Verde-Hawthorne,33.9177204,-118.352904
4929,WaBa Grill,33.9180741,-118.3521759
4930,Cougars Burgers,33.9162038,-118.3609416
4931,Pick Your Plate,33.9243751,-118.3615807
4932,Popeyes Louisiana Kitchen,33.9180741,-118.3521759
4933,Channy Pan Y Comidas Guatemaltecas,33.9176566,-118.3530165
4934,Cafe Cuba & Cakes,33.9215328,-118.3528924
4935,Starbucks,34.2565905,-118.4997394
4936,Panera Bread,34.2566029,-118.4993745
4937,Mountain View Tire & Auto Service - Granada Hills,34.2578808,-118.4997622
4938,Red Wing,34.2579905,-118.5012219
4939,House of Time Jewelers,34.2566233,-118.5002412
4940,Fashion Q,34.2568334,-118.5005476
4941,VR Plumbing,34.2628119,-118.500567
4942,Midopa Video,34.263666,-118.501847
4943,See's Candies,34.256569,-118.4999202
4944,Good Year Tire & Service,34.2566259,-118.5000983
4945,T-Mobile,34.2566055,-118.5004692
4946,Fatburger,34.256652,-118.4998357
4947,Good Pho You,34.263666,-118.501847
4948,Pizza Hut,34.2579953,-118.5009445
4949,Poke-Ya,34.2637451,-118.5020615
4950,Carl's Jr.,34.2578383,-118.4986674
4951,House of Grill,34.2579923,-118.5010965
4952,Rococo Ramen,34.2580639,-118.501114
4953,Tacos Colima,34.2626427,-118.5023566
4954,Grace Books,34.2211016,-118.4220606
4955,Steeple House Coffee,34.2211016,-118.4220606
4956,Metro by T-Mobile,34.2218799,-118.4282443
4957,a2z Smoke Shop,34.2218642,-118.4285766
4958,7-Eleven,34.221174,-118.4292255
4959,Dorose Liquors,34.2214789,-118.4285993
4960,HYE Auto Sales & Leasing Co,34.2087981,-118.4244794
4961,Subway,34.2221357,-118.428655
4962,Baan Thai Restaurant,34.2219118,-118.4282398
4963,Thai Thai Cafe,34.221941,-118.4291114
4964,It's Juice Time,34.221174,-118.4292255
4965,Flame Broiler,34.221174,-118.4292255
4966,H Market,34.2221188,-118.4285638
4967,Khun Khao Thai Restaurant,34.2214411,-118.4283154
4968,Mami King Restaurant,34.2221008,-118.4285515
4969,Miyo Fresh & Grill,34.2214411,-118.4283154
4970,Q's Chicken,34.2214411,-118.4283154
4971,La Vo Noodle & Thai Curry Pizza 2,34.2208481,-118.4140765
4972,Super King Market,34.1846044,-118.1593439
4973,Hughes Estate Sales,34.18385,-118.1662971
4974,Verizon Authorized Retailer – Victra,34.1839544,-118.1594672
4975,Great Earth Compounding Pharmacy,34.1810977,-118.1593757
4976,20/10 VisionCare Optometry,34.1836498,-118.1593605
4977,Mint Dental Loft,34.1817172,-118.1601038
4978,Subway,34.1835117,-118.15949
4979,Jack in the Box,34.1821431,-118.1691569
4980,Panda Express,34.1840344,-118.1594672
4981,McDonald's,34.1826344,-118.1600955
4982,Jim's Burgers,34.1832497,-118.1598787
4983,Tacos Poncitlan,34.18511489999999,-118.1601071
4984,Mota's Mexican Restaurant,34.1869215,-118.1599585
4985,Tacos Ensenada Seafood,34.1840447,-118.1594886
4986,Highlight Coffee - Pasadena,34.1813369,-118.1600413
4987,Traction Heavy Duty Parts,33.8698276,-118.2087099
4988,Diamond Mattress,33.8688616,-118.2074305
4989,Murray Company,33.865293,-118.2101721
4990,AVA AUTO SALES INC,33.8713979,-118.2015722
4991,AKA Auto Sales,33.8713979,-118.2015722
4992,ampm,33.8653292,-118.2004828
4993,Metro by T-Mobile,33.8738859,-118.2020955
4994,Next Level Apparel,33.86684210000001,-118.2065166
4995,KHS Inc,33.8665678,-118.2111774
4996,Extra Space Storage,33.8734716,-118.201317
4997,El Guarachon,33.7779285,-118.1891059
4998,Starline Motors Inc,34.1206047,-118.1844105
4999,La Petite Flower Shop,34.1257468,-118.1866609
5000,Boost Mobile,34.1198771,-118.184181
5001,The Luxelust Life,34.1177267,-118.1861567
5002,HIGHLAND KITCHEN,34.1272183,-118.1871509
5003,64 Sound,34.1191574,-118.1788917
5004,NONNA,34.1152271,-118.1848556
5005,Maximiliano,34.1179773,-118.1899056
5006,Fusion Burgers,34.1183628,-118.1894939
5007,Burger King,34.1164472,-118.1847187
5008,Cafe Jane,34.1181677,-118.1912309
5009,WaBa Grill,34.115897,-118.1833127
5010,Villa Sombrero Restaurant,34.1175091,-118.1858383
5011,Pizza Hut,34.1185787,-118.1908653
5012,McDonald's,34.1190157,-118.1927918
5013,La Perlita Cafe,34.1232576,-118.1854587
5014,Mando's,34.1200564,-118.1842845
5015,Divino Salvador,34.1182253,-118.1916422
5016,OK Chinese Restaurant,34.1159706,-118.1833731
5017,Penny's Burgers,34.1155542,-118.184021
5018,Hydroform USA,33.8434116,-118.2100807
5019,Smart & Final,33.8460908,-118.2061599
5020,China Express,33.8476819,-118.212274
5021,Gold Snack,33.8476819,-118.212274
5022,Incredible Cafe Express,33.8476819,-118.212274
5023,Piggie's Restaurant,33.8463326,-118.2114058
5024,Taco Bar,33.8958492,-118.2200712
5025,Shell,34.0408873,-118.1716317
5026,La Blanquita,34.04035570000001,-118.1769275
5027,AutoZone Auto Parts,34.0409639,-118.1733845
5028,Metro by T-Mobile,34.0401841,-118.1732588
5029,GNS Printing,34.0417533,-118.1687242
5030,L a Market,34.0443431,-118.1778222
5031,Oriol Bike Shop,34.0403611,-118.1745614
5032,Diane's Market,34.0452418,-118.1760388
5033,L A Eastern Tires,34.0437994,-118.1738797
5034,Tamales Los Angeles,34.0443942,-118.1735675
5035,Pizza Hut,34.040842,-118.1754869
5036,Troy's Burgers,34.0403727,-118.1739101
5037,Jack in the Box,34.0408049,-118.1740244
5038,La Favorita Tortilleria,34.0434635,-118.1778278
5039,Tacos Jeesy,34.0405554,-118.1774236
5040,Fat Burrito,34.0440635,-118.1690083
5041,Los Lagos Mariscos,34.0403141,-118.1731788
5042,Tono's Tacos,34.0401781,-118.1733996
5043,Los Famosos Tacos Al Carbon,34.0408873,-118.1716317
5044,SHOW CASE MOTORS,33.876953,-118.3461969
5045,South Bay Skates,33.8794746,-118.3348512
5046,Super Hayat Market,33.8771827,-118.3431775
5047,Super Store #10,33.8798245,-118.3343919
5048,Sang Auto Repair,33.8769082,-118.3462363
5049,7-Eleven,33.8871034,-118.3443229
5050,Redbox,33.8871034,-118.3443229
5051,Fisherman Supplies,33.8766484,-118.3465943
5052,Chuck E. Cheese,33.8766087,-118.3431814
5053,Bangkok Sapphires | Thai Cusine,33.879516,-118.33499
5054,Jack in the Box,33.87739,-118.3427724
5055,Santa Monica Patrol,34.0466283,-118.5274034
5056,InstaMail Office,34.0466283,-118.5274034
5057,"Michael Hoff, General Contractor",34.0469672,-118.52697
5058,dalia's,34.0484175,-118.5274942
5059,Pali Rx,34.047225,-118.526962
5060,Collections Antiques & Accessories,34.0471534,-118.5271256
5061,Pep Boys Auto Parts & Service,33.9568688,-118.3515823
5062,Vons,33.9604025,-118.3492995
5063,Furniture City LA,33.953346,-118.352192
5064,FURNITURE FORUM,33.9614544,-118.3536597
5065,Michael's School Uniforms,33.9611764,-118.3524498
5066,Starbucks,33.9604025,-118.3492995
5067,U-Haul Moving & Storage of Inglewood,33.9516204,-118.352181
5068,Outlet Clothing,33.961039,-118.3523585
5069,Dulan's Soul Food Kitchen,33.9615771,-118.353089
5070,Woody's Bar-B-Que,33.9573698,-118.3523813
5071,Pronto Pronto Pizza,33.9567436,-118.3527061
5072,Aunt Emma's Popcorn,33.9597799,-118.3514428
5073,Rusty Pot Cafe,33.9599434,-118.3516965
5074,Little Belize Restaurant,33.9606872,-118.3525134
5075,Flip It Cafe,33.9620739,-118.3489
5076,Jamz Creamery,33.9619493,-118.35254
5077,Domino's Pizza,33.95252809999999,-118.353089
5078,MiddleBar,33.96361,-118.3522443
5079,Mutiara Food & Market,33.9611988,-118.3536954
5080,Market Street Bar & Grill,33.9608757,-118.3516508
5081,Ms Ruby's Bakery,33.9616241,-118.3500985
5082,Stuff I Eat,33.9633466,-118.3516965
5083,Rite Aid,33.9266627,-118.2376659
5084,Cricket Wireless Authorized Retailer,33.9268727,-118.2385632
5085,Rite Aid Pharmacy,33.9266627,-118.2376659
5086,Redbox,33.92589,-118.2374036
5087,Rainbow Shops,33.925428,-118.2372642
5088,dd's DISCOUNTS,33.9250544,-118.2370158
5089,Food 4 Less,33.92589,-118.2374036
5090,McDonald's,33.9256876,-118.2386511
5091,Cloud 9 Comfort,33.9327663,-118.2388427
5092,Tobacco Mart,33.9331593,-118.2392767
5093,Ace Hi Liquor,33.9299973,-118.2389043
5094,Geraldo Meat Market,33.9333968,-118.2392082
5095,ADCK Services Inc,33.9341229,-118.2356446
5096,PWS Boiler Services,33.9340348,-118.2392621
5097,Subway,33.9254103,-118.2388085
5098,Pizza Hut,33.9268475,-118.2388313
5099,Taco Bell,33.9261663,-118.2386886
5100,Lee's Market,33.9350047,-118.2387057
5101,Denny's,33.9276404,-118.2386982
5102,China Gate,33.9253858,-118.2387057
5103,Castillo's Chicken N Roll,33.9338777,-118.2392082
5104,Tamales Elena,33.9351358,-118.2390501
5105,California Steak & Fries,33.9254719,-118.2387634
5106,KFC,33.9248761,-118.23866
5107,Global Pet Food Outlet,33.8477378,-118.2985216
5108,A-Z Floors,33.8395349,-118.2987624
5109,Bushman Products,33.8479378,-118.297643
5110,Reys Tires,33.8423216,-118.2981161
5111,Total Office Support,33.8394625,-118.2987663
5112,Sofas Tables and More,33.839977,-118.2987734
5113,Melody Liquor,33.8423923,-118.2988869
5114,Pit Stop Burgers,33.8421419,-118.2989326
5115,McDonald's,33.7412157,-118.2927213
5116,CVS,33.7372268,-118.2914882
5117,Behind the Scenes Costumes,33.7383066,-118.2830017
5118,Starbucks,33.7398749,-118.2920591
5119,7-Eleven,33.74362730000001,-118.2918125
5120,Rite Aid,33.7393419,-118.2933151
5121,Big 5 Sporting Goods,33.7389882,-118.2926557
5122,AutoZone Auto Parts,33.73912290000001,-118.2883825
5123,American Tire Depot - San Pedro,33.7363066,-118.2882454
5124,Acacia Bakery,33.7417171,-118.2882597
5125,Yum Yum Donuts,33.7389274,-118.2921162
5126,Four Seasons General Merchandise,34.0062125,-118.2221435
5127,Karen Kane Inc,34.0096281,-118.2332004
5128,True Religion,34.0048453,-118.2340776
5129,Urban Trends Collection,34.0032518,-118.2237265
5130,"Rebilt Metalizing, Inc.",34.0082961,-118.2338857
5131,Greenwich Village Cafe,34.00773,-118.2201902
5132,The Green Olive,34.0094805,-118.2195374
5133,Z's Place,34.0078234,-118.2203751
5134,McDonald's,34.0084241,-118.220171
5135,SaladFarm Vernon,34.0095435,-118.2194971
5136,What's Subs,34.0091169,-118.2194833
5137,Rae. G Café,34.0091169,-118.2194833
5138,Capri Cucina,34.0095696,-118.2195163
5139,Mariscos El Hermano,34.0018438,-118.2310073
5140,Metro by T-Mobile,33.9043383,-118.1935838
5141,Paramount Stamp Works,33.9064891,-118.1774978
5142,Rosecrans Tires,33.9039674,-118.1890373
5143,Helen's Liquor,33.9086405,-118.1923848
5144,Rubio's Tire Shop,33.9098574,-118.1916422
5145,Tacos El Sinaloense,33.9038186,-118.1902027
5146,Primos Burgers,33.9084936,-118.1926259
5147,Tacos El Unico COMPTON,33.904433,-118.1936384
5148,Tacos El Cacheton,33.9033365,-118.193196
5149,Lalis Pizza #1,33.9108244,-118.1922821
5150,Tuesday Morning,33.9569403,-118.3968517
5151,Panera Bread,33.9585391,-118.3966617
5152,Kohl's Westchester,33.9578031,-118.3970052
5153,T.J. Maxx & HomeGoods,33.959157,-118.396667
5154,Office Depot,33.9555797,-118.3957717
5155,Ralphs,33.9562547,-118.3978713
5156,Petco,33.9569403,-118.3968517
5157,Tanler Termite and Pest Control,33.9549435,-118.3965388
5158,Trader Joe's,33.9587392,-118.3966617
5159,Bed Bath & Beyond,33.9562202,-118.3957717
5160,CVS,33.9557172,-118.39778
5161,The UPS Store,33.9549435,-118.3965388
5162,Staples,33.95846179999999,-118.3957717
5163,HomeGoods,33.959157,-118.396667
5164,Starbucks,33.956064,-118.3959739
5165,In-N-Out Burger,33.9537068,-118.3967825
5166,Ayara Thai Cuisine,33.9587522,-118.3945376
5167,Melody Bar & Grill,33.95372700000001,-118.3958796
5168,Truxton's American Bistro,33.9593937,-118.393809
5169,Subway,33.9594555,-118.3946982
5170,Thai Dishes Restaurant,33.9596376,-118.3947067
5171,IHOP,33.9596341,-118.395726
5172,Wacky Wok,33.95540769999999,-118.3965615
5173,Flame Broiler,33.9578507,-118.3955719
5174,Pizza Hut,33.9557896,-118.3968299
5175,LaRocco's Pizzeria,33.9568964,-118.3958287
5176,KANPAI JAPANESE SUSHI BAR & GRILL,33.9577894,-118.3958782
5177,Mono Poke,33.9570235,-118.3957842
5178,Cilantro Fresh Mexican Grill,33.9557763,-118.396703
5179,Cafe Solar,33.9595814,-118.3945278
5180,Paco's Tacos Cantina,33.9595424,-118.3940825
5181,El Tarasco Mexican Food,33.959107,-118.395757
5182,Western Plumbing Co.,34.2352493,-118.2456915
5183,Walgreens,34.2481903,-118.4481374
5184,El Super,34.2476406,-118.4459727
5185,GameStop,34.246414,-118.4465659
5186,7-Eleven,34.2469531,-118.447629
5187,Cricket Wireless Authorized Retailer,34.2461868,-118.4468739
5188,Redbox,34.2481903,-118.4481374
5189,Quality Services and Tires,34.2461986,-118.449874
5190,AutoZone Auto Parts,34.246414,-118.4465659
5191,Dollar King Arleta,34.2477814,-118.4473933
5192,Sally Beauty,34.246414,-118.4465659
5193,Subway Restaurants,34.2472408,-118.4476382
5194,Little Caesars Pizza,34.2486305,-118.4473238
5195,Ay Papa Que Rico,34.2540019,-118.4390139
5196,Taco's El Oso,34.2540892,-118.4381925
5197,La Michoacana Emerita Ice Cream Parlor,34.2465026,-118.4464518
5198,Woodman Van Nuys,34.246414,-118.4465659
5199,Volkswagen Santa Monica,34.0313934,-118.4748695
5200,Ursula's Costumes,34.0355022,-118.477682
5201,Payless Auto Sales,34.0341634,-118.4738391
5202,Ralphs,34.027042,-118.4739063
5203,Whole Foods Market,34.0333002,-118.4813867
5204,Milo & Olive,34.03755960000001,-118.4760519
5205,Helen's Cycles,34.0315569,-118.4736362
5206,New Balance,34.0359685,-118.4769528
5207,Parkside Pharmacy,34.0316488,-118.4760462
5208,Verizon,34.0356139,-118.4773596
5209,Cynergy Cycles,34.030644,-118.4770683
5210,Ralphs Pharmacy,34.027042,-118.4739063
5211,Geffen Records,34.0274107,-118.4742611
5212,The Pump Station & Nurtury - Santa Monica,34.0345203,-118.479656
5213,Starbucks,34.0359948,-118.4778847
5214,Wishing Well Medical Supply,34.0308772,-118.47693
5215,Rip City Skates,34.0344339,-118.4732802
5216,Top to Top,34.0366394,-118.4770669
5217,Busby's West,34.0371132,-118.4690964
5218,Tiato,34.0314406,-118.4696843
5219,Subway,34.0292694,-118.4721168
5220,Pacific Dining Car,34.0366882,-118.476163
5221,Sonny McLean's Irish Pub,34.036565,-118.4772038
5222,Daily Grill,34.0299835,-118.4724092
5223,Snug Harbor,34.0340491,-118.480255
